Pathway	Group
Anti_Inflammatory	CellResponse_Inflammation
Tumor_Immunesuppression_Signature	CellResponse_Inflammation
GO_B_CELL_CHEMOTAXIS	Motility
GO_CELL_CHEMOTAXIS	Motility
GO_DENDRITIC_CELL_CHEMOTAXIS	Motility
GO_GRANULOCYTE_CHEMOTAXIS	Motility
GO_LEUKOCYTE_CHEMOTAXIS	Motility
GO_LEUKOCYTE_CHEMOTAXIS_INVOLVED_IN_INFLAMMATORY_RESPONSE	Motility
GO_LYMPHOCYTE_CHEMOTAXIS	Motility
GO_MACROPHAGE_CHEMOTAXIS	Motility
GO_MONOCYTE_CHEMOTAXIS	Motility
GO_NATURAL_KILLER_CELL_CHEMOTAXIS	Motility
GO_CELL_MOTILITY	Motility
WU_CELL_MIGRATION	Motility
HO_LIVER_CANCER_VASCULAR_INVASION	Motility
MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	Motility
BIOCARTA_HDAC_PATHWAY	Epigenetic_regulation
PID_HDAC_CLASSI_PATHWAY	Epigenetic_regulation
PID_HDAC_CLASSII_PATHWAY	Epigenetic_regulation
PID_HDAC_CLASSIII_PATHWAY	Epigenetic_regulation
REACTOME_HDACS_DEACETYLATE_HISTONES	Epigenetic_regulation
GO_CELLULAR_RESPONSE_TO_VITAMIN_D	VitaminD
GO_REGULATION_OF_VITAMIN_D_BIOSYNTHETIC_PROCESS	VitaminD
GO_RESPONSE_TO_VITAMIN_D	VitaminD
GO_VITAMIN_D3_METABOLIC_PROCESS	VitaminD
GO_VITAMIN_D_BINDING	VitaminD
GO_VITAMIN_D_BIOSYNTHETIC_PROCESS	VitaminD
GO_VITAMIN_D_METABOLIC_PROCESS	VitaminD
GO_VITAMIN_D_RECEPTOR_SIGNALING_PATHWAY	VitaminD
HP_ABNORMALITY_OF_VITAMIN_D_METABOLISM	VitaminD
REACTOME_VITAMIN_D_CALCIFEROL_METABOLISM	VitaminD
WP_VITAMIN_D_IN_INFLAMMATORY_DISEASES	VitaminD
WP_VITAMIN_D_RECEPTOR_PATHWAY	VitaminD
KEGG_BREAST_CANCER	Cancer
Tumor_Immunesuppression_Signature	Cancer
HotTumor_ImmuneResponsive_Signature	Cancer
ColdTumor_ImmuneResistant_Signature_Up	Cancer
ColdTumor_ImmuneResistant_Signature_Down	Cancer
ColdTumor_ExclusionProgram_Short	Cancer
LU_TUMOR_VASCULATURE_UP	Cancer
LIN_TUMOR_ESCAPE_FROM_IMMUNE_ATTACK	Cancer
LU_TUMOR_ANGIOGENESIS_UP	Cancer
MONNIER_POSTRADIATION_TUMOR_ESCAPE_UP	Cancer
REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES	Cancer
WP_INTERACTIONS_BETWEEN_IMMUNE_CELLS_AND_MICRORNAS_IN_TUMOR_MICROENVIRONMENT	Cancer
YAGUE_PRETUMOR_DRUG_RESISTANCE_UP	Cancer
GALIE_TUMOR_STEMNESS_GENES	Cancer
ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE	Cancer
OUELLET_CULTURED_OVARIAN_CANCER_INVASIVE_VS_LMP_UP	Cancer
PUIFFE_INVASION_INHIBITED_BY_ASCITES_UP	Cancer_Ovarian
WP_MFAP5MEDIATED_OVARIAN_CANCER_CELL_MOTILITY_AND_INVASIVENESS	Cancer_Ovarian
BONOME_OVARIAN_CANCER_POOR_SURVIVAL_UP	Cancer_Ovarian
GO_OVARIAN_FOLLICLE_DEVELOPMENT	Cancer_Ovarian
WP_APOPTOSISRELATED_NETWORK_DUE_TO_ALTERED_NOTCH3_IN_OVARIAN_CANCER	Cancer_Ovarian
HP_ASCITES	Cancer_Ovarian
REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_	Cancer_Ovarian
GO_MAMMALIAN_OOGENESIS_STAGE	Cancer_Ovarian
GO_ANTIGEN_PROCESSING_AND_PRESENTATION	Antigen_Presentation
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_ENDOGENOUS_LIPID_ANTIGEN_VIA_MHC_CLASS_IB	Antigen_Presentation
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_ANTIGEN	Antigen_Presentation
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN	Antigen_Presentation
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_LIPID_ANTIGEN_VIA_MHC_CLASS_IB	Antigen_Presentation
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	Antigen_Presentation
GO_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	Antigen_Presentation
GO_T_CELL_ANTIGEN_PROCESSING_AND_PRESENTATION	Antigen_Presentation
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_UP	Antigen_Presentation
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION	Antigen_Presentation
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	Antigen_Presentation
GO_ACTIVATED_T_CELL_PROLIFERATION	Antigen_Presentation
GO_ALPHA_BETA_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	Antigen_Presentation
GO_GAMMA_DELTA_T_CELL_ACTIVATION	Antigen_Presentation
GO_C_X_C_CHEMOKINE_RECEPTOR_ACTIVITY	Cell_communication_Chemokine
GO_CCR1_CHEMOKINE_RECEPTOR_BINDING	Cell_communication_Chemokine
GO_CCR2_CHEMOKINE_RECEPTOR_BINDING	Cell_communication_Chemokine
GO_CCR3_CHEMOKINE_RECEPTOR_BINDING	Cell_communication_Chemokine
GO_CCR5_CHEMOKINE_RECEPTOR_BINDING	Cell_communication_Chemokine
GO_CCR6_CHEMOKINE_RECEPTOR_BINDING	Cell_communication_Chemokine
GO_CCR_CHEMOKINE_RECEPTOR_BINDING	Cell_communication_Chemokine
GO_CELL_CHEMOTAXIS	Cell_communication_Chemokine
GO_CHEMOKINE_ACTIVITY	Cell_communication_Chemokine
GO_CHEMOKINE_BINDING	Cell_communication_Chemokine
GO_CHEMOKINE_BIOSYNTHETIC_PROCESS	Cell_communication_Chemokine
GO_CHEMOKINE_PRODUCTION	Cell_communication_Chemokine
GO_CHEMOKINE_SECRETION	Cell_communication_Chemokine
GO_DENDRITIC_CELL_CHEMOTAXIS	Cell_communication_Chemokine
GO_LEUKOCYTE_CHEMOTAXIS_INVOLVED_IN_INFLAMMATORY_RESPONSE	Cell_communication_Chemokine
GO_LYMPHOCYTE_CHEMOTAXIS	Cell_communication_Chemokine
GO_MACROPHAGE_CHEMOTAXIS	Cell_communication_Chemokine
GO_MONOCYTE_CHEMOTAXIS	Cell_communication_Chemokine
GO_MONOCYTE_CHEMOTACTIC_PROTEIN_1_PRODUCTION	Cell_communication_Chemokine
GO_NATURAL_KILLER_CELL_CHEMOTAXIS	Cell_communication_Chemokine
GO_NEUTROPHIL_CHEMOTAXIS	Cell_communication_Chemokine
GO_REGULATION_OF_CELL_CHEMOTAXIS_TO_FIBROBLAST_GROWTH_FACTOR	Cell_communication_Chemokine
GO_REGULATION_OF_CHEMOKINE_MEDIATED_SIGNALING_PATHWAY	Cell_communication_Chemokine
GO_REGULATION_OF_CHEMOTAXIS	Cell_communication_Chemokine
GO_RESPONSE_TO_CHEMOKINE	Cell_communication_Chemokine
KEGG_CHEMOKINE_SIGNALING_PATHWAY	Cell_communication_Chemokine
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	Cell_communication_Chemokine
WP_CHEMOKINE_SIGNALING_PATHWAY	Cell_communication_Chemokine
BIOCARTA_CYTOKINE_PATHWAY	Cell_communication_Cytokine
GO_NEGATIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	Cell_communication_Cytokine
GO_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS	Cell_communication_Cytokine
GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_CYTOKINE_PRODUCTION	Cell_communication_Cytokine
GO_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	Cell_communication_Cytokine
GO_CYTOKINE_PRODUCTION	Cell_communication_Cytokine
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	Cell_communication_Cytokine
GO_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	Cell_communication_Cytokine
GO_CYTOKINE_RECEPTOR_ACTIVITY	Cell_communication_Cytokine
GO_CYTOKINE_SECRETION	Cell_communication_Cytokine
GO_DENDRITIC_CELL_CYTOKINE_PRODUCTION	Cell_communication_Cytokine
GO_MACROPHAGE_CYTOKINE_PRODUCTION	Cell_communication_Cytokine
GO_NATURAL_KILLER_CELL_CYTOKINE_PRODUCTION	Cell_communication_Cytokine
KEGG_ADIPOCYTOKINE_SIGNALING_PATHWAY	Cell_communication_Cytokine
GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	Cell_communication_Cytokine
GO_T_HELPER_1_CELL_CYTOKINE_PRODUCTION	Cell_communication_Cytokine
GO_T_HELPER_2_CELL_CYTOKINE_PRODUCTION	Cell_communication_Cytokine
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	Cell_communication_Cytokine
REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	Cell_communication_Cytokine
REACTOME_CELL_CELL_COMMUNICATION	Cell_communication_Cytokine
HALLMARK_TNFA_SIGNALING_VIA_NFKB	Cell_communication_Cytokine
REACTOME_TNF_SIGNALING	Cell_communication_Cytokine
BIOCARTA_IFNA_PATHWAY	Cell_communication_Cytokine
BIOCARTA_IFNG_PATHWAY	Cell_communication_Cytokine
PID_IFNG_PATHWAY	Cell_communication_Cytokine
BIOCARTA_TGFB_PATHWAY	Cell_communication_Cytokine
KEGG_TGF_BETA_SIGNALING_PATHWAY	Cell_communication_Cytokine
REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX_IN_CANCER	Cell_communication_Cytokine
PID_GMCSF_PATHWAY	Cell_communication_Cytokine
GO_LIPID_GLYCOSYLATION	Glycosylation_1
GO_GLYCOLIPID_BIOSYNTHETIC_PROCESS	Glycosylation_1
GO_GLYCOPROTEIN_BIOSYNTHETIC_PROCESS	Glycosylation_1
GO_GLYCOSAMINOGLYCAN_BINDING	Glycosylation_1
GO_GLYCOSPHINGOLIPID_BIOSYNTHETIC_PROCESS	Glycosylation_1
GO_GLYCOSYLATION	Glycosylation_1
GO_PEPTIDE_CROSS_LINKING_VIA_CHONDROITIN_4_SULFATE_GLYCOSAMINOGLYCAN	Glycosylation_1
GO_PROTEIN_DEGLYCOSYLATION	Glycosylation_1
GO_PROTEIN_GLYCOSYLATION_IN_GOLGI	Glycosylation_1
GO_PROTEIN_N_LINKED_GLYCOSYLATION	Glycosylation_1
GO_PROTEIN_O_LINKED_GLYCOSYLATION	Glycosylation_1
GO_REGULATION_OF_PROTEIN_GLYCOSYLATION	Glycosylation_1
HP_ABNORMAL_GLYCOSYLATION	Glycosylation_1
HP_ABNORMAL_PROTEIN_GLYCOSYLATION	Glycosylation_1
HP_ABNORMAL_PROTEIN_O_LINKED_GLYCOSYLATION	Glycosylation_1
HP_ABNORMALITY_OF_GLYCOSPHINGOLIPID_METABOLISM	Glycosylation_1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	Glycosylation_1
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	Glycosylation_1
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	Glycosylation_1
KEGG_GLYCOSAMINOGLYCAN_DEGRADATION	Glycosylation_1
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	Glycosylation_1
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GLOBO_SERIES	Glycosylation_1
NABA_ECM_GLYCOPROTEINS	Glycosylation_1
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	Glycosylation_1
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	Glycosylation_1
REACTOME_O_LINKED_GLYCOSYLATION	Glycosylation_1
REACTOME_O_LINKED_GLYCOSYLATION_OF_MUCINS	Glycosylation_1
WP_GLYCOGEN_SYNTHESIS_AND_DEGRADATION	Glycosylation_1
WP_GLYCOLYSIS_AND_GLUCONEOGENESIS	Glycosylation_1
WP_HIF1A_AND_PPARG_REGULATION_OF_GLYCOLYSIS	Glycosylation_1
WP_ROLE_OF_ALTERED_GLYCOLYSATION_OF_MUC1_IN_TUMOUR_MICROENVIRONMENT	Glycosylation_1
GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	Glycosylation_1
GO_GLUCURONOSYL_N_ACETYLGALACTOSAMINYL_PROTEOGLYCAN_4_BETA_N_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY	Glycosylation_1
GO_GLYCOSAMINOGLYCAN_BINDING	Glycosylation_2
GO_HEPARAN_SULFATE_PROTEOGLYCAN_BINDING	Glycosylation_2
GO_HEPARAN_SULFATE_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	Glycosylation_2
GO_N_GLYCAN_PROCESSING	Glycosylation_2
GO_O_GLYCAN_PROCESSING	Glycosylation_2
GO_PEPTIDOGLYCAN_BINDING	Glycosylation_2
GO_PEPTIDOGLYCAN_IMMUNE_RECEPTOR_ACTIVITY	Glycosylation_2
GO_PEPTIDOGLYCAN_MURALYTIC_ACTIVITY	Glycosylation_2
GO_PROTEOGLYCAN_METABOLIC_PROCESS	Glycosylation_2
KEGG_N_GLYCAN_BIOSYNTHESIS	Glycosylation_2
KEGG_O_GLYCAN_BIOSYNTHESIS	Glycosylation_2
REACTOME_ECM_PROTEOGLYCANS	Glycosylation_2
GO_DOLICHYL_DIPHOSPHOOLIGOSACCHARIDE_PROTEIN_GLYCOTRANSFERASE_ACTIVITY	Glycosylation_2
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN	Glycosylation_2
REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	Glycosylation_2
REACTOME_REACTIONS_SPECIFIC_TO_THE_COMPLEX_N_GLYCAN_SYNTHESIS_PATHWAY	Glycosylation_2
GO_DOLICHYL_PHOSPHATE_MANNOSE_PROTEIN_MANNOSYLTRANSFERASE_ACTIVITY	Glycosylation_2
KEGG_FRUCTOSE_AND_MANNOSE_METABOLISM	Glycosylation_2
GO_ATTACHMENT_OF_GPI_ANCHOR_TO_PROTEIN	Glycosylation_2
GO_GLYCOSYLPHOSPHATIDYLINOSITOL_N_ACETYLGLUCOSAMINYLTRANSFERASE_GPI_GNT_COMPLEX	Glycosylation_2
KEGG_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_ANCHOR_BIOSYNTHESIS	Glycosylation_2
REACTOME_POST_TRANSLATIONAL_MODIFICATION_SYNTHESIS_OF_GPI_ANCHORED_PROTEINS	Glycosylation_2
REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI_	Glycosylation_2
GO_GLYCOLIPID_MANNOSYLTRANSFERASE_ACTIVITY	Glycosylation_2
GO_GLYCOLIPID_TRANSPORT	Glycosylation_2
GO_CHONDROITIN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	Glycosylation_2
GO_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	Glycosylation_2
GO_COLLAGEN_ACTIVATED_SIGNALING_PATHWAY	Glycosylation_2
GO_COLLAGEN_ACTIVATED_TYROSINE_KINASE_RECEPTOR_SIGNALING_PATHWAY	Glycosylation_2
GO_COLLAGEN_BINDING	Glycosylation_2
GO_PROTEIN_MANNOSYLATION	Glycosylation_2
GO_PROTEIN_DEMANNOSYLATION	Glycosylation_2
GO_MANNOSYLATION	Glycosylation_2
GO_PROTEIN_O_LINKED_MANNOSYLATION	Glycosylation_3
GO_FUCOSYLATION	Glycosylation_3
GO_FUCOSYLTRANSFERASE_ACTIVITY	Glycosylation_3
GO_PROTEIN_O_LINKED_FUCOSYLATION	Glycosylation_3
GO_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY	Glycosylation_3
GO_BETA_GALACTOSIDASE_ACTIVITY	Glycosylation_3
GO_GALACTOSIDASE_ACTIVITY	Glycosylation_3
GO_GALACTOSYLTRANSFERASE_ACTIVITY	Glycosylation_3
GO_N_ACETYLGALACTOSAMINE_4_O_SULFOTRANSFERASE_ACTIVITY	Glycosylation_3
GO_POLYPEPTIDE_N_ACETYLGALACTOSAMINYLTRANSFERASE_ACTIVITY	Glycosylation_3
GO_UDP_GALACTOSE_BETA_N_ACETYLGLUCOSAMINE_BETA_1_3_GALACTOSYLTRANSFERASE_ACTIVITY	Glycosylation_3
GO_ALPHA_N_ACETYLGALACTOSAMINIDE_ALPHA_2_6_SIALYLTRANSFERASE_ACTIVITY	Glycosylation_3
GO_ALPHA_N_ACETYLNEURAMINATE_ALPHA_2_8_SIALYLTRANSFERASE_ACTIVITY	Glycosylation_3
GO_SIALIC_ACID_BINDING	Glycosylation_3
GO_SIALIC_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	Glycosylation_3
GO_SIALYLATION	Glycosylation_3
GO_SIALIC_ACID_TRANSPORT	Glycosylation_3
GO_SIALYLTRANSFERASE_ACTIVITY	Glycosylation_3
REACTOME_SIALIC_ACID_METABOLISM	Glycosylation_3
REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS	Glycosylation_3
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS	Glycosylation_3
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS	Glycosylation_3
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE	Glycosylation_3
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	Glycosylation_3
GO_HEPARAN_SULFATE_SULFOTRANSFERASE_ACTIVITY	Glycosylation_3
GO_MUCOPOLYSACCHARIDE_METABOLIC_PROCESS	Glycosylation_3
REACTOME_MUCOPOLYSACCHARIDOSES	Glycosylation_3
GO_HYALURONAN_BIOSYNTHETIC_PROCESS	Glycosylation_3
GO_HYALURONIC_ACID_BINDING	Glycosylation_3
GO_HYALURONONGLUCOSAMINIDASE_ACTIVITY	Glycosylation_3
REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT	Glycosylation_3
REACTOME_HS_GAG_BIOSYNTHESIS	Glycosylation_3
REACTOME_HS_GAG_DEGRADATION	Glycosylation_3
REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION	transcription_factor
REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	transcription_factor
REACTOME_SIGNALING_BY_ERBB4	transcription_factor
REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS	transcription_factor
REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX	transcription_factor
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	transcription_factor
REACTOME_FOXO_MEDIATED_TRANSCRIPTION	transcription_factor
PID_MYC_REPRESS_PATHWAY	transcription_factor
REACTOME_UNFOLDED_PROTEIN_RESPONSE_UPR_	transcription_factor
PID_SMAD2_3PATHWAY	transcription_factor
PID_PDGFRA_PATHWAY	receptor_meso
PID_TGFBR_PATHWAY	receptor_meso
ST_INTEGRIN_SIGNALING_PATHWAY	receptor_meso
BIOCARTA_INTEGRIN_PATHWAY	receptor_meso
PID_WNT_CANONICAL_PATHWAY	receptor_meso
BIOCARTA_MET_PATHWAY	receptor_meso
PID_MET_PATHWAY	receptor_meso
REACTOME_SIGNALING_BY_MET	receptor_meso
GO_EPITHELIAL_CELL_MORPHOGENESIS	receptor_meso
GO_BASAL_PLASMA_MEMBRANE	receptor_meso
REACTOME_EPHRIN_SIGNALING	receptor_meso
REACTOME_EPHB_MEDIATED_FORWARD_SIGNALING	receptor_meso
REACTOME_EPH_EPHRIN_SIGNALING	receptor_meso
KEGG_HEDGEHOG_SIGNALING_PATHWAY	receptor_meso
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY	receptor_meso
REACTOME_TYPE_I_HEMIDESMOSOME_ASSEMBLY	receptor_meso
REACTOME_INTERLEUKIN_18_SIGNALING	ligand_meso
WP_IL18_SIGNALING_PATHWAY	ligand_meso
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	ligand_meso
REACTOME_MET_PROMOTES_CELL_MOTILITY	ligand_meso
