SYMBOL	group	notes	
BRD2	stem_cell_markers		Adult/Cancer stem cells
BRD3	stem_cell_markers		Adult/Cancer stem cells
BRD4	stem_cell_markers		Adult/Cancer stem cells
BRDT	stem_cell_markers		Adult/Cancer stem cells
IDH1	stem_cell_markers		Adult/Cancer stem cells
IDH2	stem_cell_markers		Adult/Cancer stem cells
RNF43	stem_cell_markers		Adult/Cancer stem cells
PORCN	stem_cell_markers		Adult/Cancer stem cells
RSPO2	stem_cell_markers		Adult/Cancer stem cells
RSPO3	stem_cell_markers		Adult/Cancer stem cells
TNC	stem_cell_markers		Adult/Cancer stem cells
POSTN	stem_cell_markers		Adult/Cancer stem cells
CHAT	exploratory_tumorImmune	Immunesuppression	choline o-acetyltransferase
CHRNA1	exploratory_tumorImmune	Immunesuppression	nicotinic acetylcholine receptor alpha subunit
CHRNA7	exploratory_tumorImmune	Immunesuppression	alpha 7 nACh receptor
SLC5A7	exploratory_tumorImmune	Immunesuppression	Choline transporter
ACHE	exploratory_tumorImmune	Immunesuppression	Acetylcholine esterase
DBH	exploratory_tumorImmune	Immunesuppression	Dopamine beta hydroxylase
IL10	exploratory_tumorImmune	Immunesuppression	
IL4	exploratory_tumorImmune	Immunesuppression	
IL1B	exploratory_tumorImmune	Immunesuppression	Interleukin 1-beta
TNFA	exploratory_tumorImmune	Immunesuppression	
CHRM1	exploratory_tumorImmune	Immunesuppression	muscarinic ACh receptor subunit 1
CHRM2	exploratory_tumorImmune	Immunesuppression	muscarinic ACh receptor subunit 2
CHRM3	exploratory_tumorImmune	Immunesuppression	muscarinic ACh receptor subunit 3
CHRM4	exploratory_tumorImmune	Immunesuppression	muscarinic ACh receptor subunit 4
CHRM5	exploratory_tumorImmune	Immunesuppression	muscarinic ACh receptor subunit 5
RIMKLA	exploratory_tumorImmune	Immunesuppression	NAAG (NT) synthase
FOLH1	exploratory_tumorImmune	Immunesuppression	glutamate carboxypeptidase II
GABRA1	exploratory_tumorImmune	IS or growth	GABA receptor
GABRA2	exploratory_tumorImmune	IS or growth	GABA receptor
GABRA3	exploratory_tumorImmune	IS or growth	GABA receptor
GABRA4	exploratory_tumorImmune	IS or growth	GABA receptor
GABRA5	exploratory_tumorImmune	IS or growth	GABA receptor
GABRA6	exploratory_tumorImmune	IS or growth	GABA receptor
GABRB1	exploratory_tumorImmune	IS or growth	GABA receptor
GABRB2	exploratory_tumorImmune	IS or growth	GABA receptor
GABRB3	exploratory_tumorImmune	IS or growth	GABA receptor
GABRD	exploratory_tumorImmune	IS or growth	GABA receptor
GABRE	exploratory_tumorImmune	IS or growth	GABA receptor
GRIA1	exploratory_tumorImmune	IS or growth	glutamate receptor
GAD1	exploratory_tumorImmune	IS or growth	glutamate decarboxylase 1 - GABA synthesis
GAD2	exploratory_tumorImmune	IS or growth	glutamate decarboxylase 2 - GABA synthesis
AOC1	exploratory_tumorImmune	IS or growth	Diamine oxidase -  GABA synthesis
ALDH1A1	exploratory_tumorImmune	IS or growth	aldehyde dehydrogenase - GABA synthesis
GRIN2A	exploratory_tumorImmune	IS or growth	NMDA receptor
GRIN2B	exploratory_tumorImmune	IS or growth	NMDA receptor
GRIN2C	exploratory_tumorImmune	IS or growth	NMDA receptor
GRIC1	exploratory_tumorImmune	IS or growth	Kaianate receptor
GRIC2	exploratory_tumorImmune	IS or growth	Kaianate receptor
GRIC3	exploratory_tumorImmune	IS or growth	Kaianate receptor
GRIC4	exploratory_tumorImmune	IS or growth	Kaianate receptor
GRIC5	exploratory_tumorImmune	IS or growth	Kaianate receptor
DDC	exploratory_tumorImmune	IS or growth	Aromatic L-amino acid decarboxylase: adrenaline/dopamine/serotonin synthesis
TH	exploratory_tumorImmune	IS or growth	adrenaline biosynthesis
AADC	exploratory_tumorImmune	IS or growth	adrenaline biosynthesis
PNMT	exploratory_tumorImmune	IS or growth	adrenaline biosynthesis
DBH	exploratory_tumorImmune	IS or growth	adrenaline biosynthesis
DRD1	exploratory_tumorImmune	IS or growth	dopamine receptor
DRD2	exploratory_tumorImmune	IS or growth	dopamine receptor
DRD3	exploratory_tumorImmune	IS or growth	dopamine receptor
DRD4	exploratory_tumorImmune	IS or growth	dopamine receptor
DRD5	exploratory_tumorImmune	IS or growth	dopamine receptor
ADRA1A	exploratory_tumorImmune	IS or growth	Adreno receptor (adrenaline)
ADRA1B	exploratory_tumorImmune	IS or growth	Adreno receptor (adrenaline)
ADRA1C	exploratory_tumorImmune	IS or growth	Adreno receptor (adrenaline)
ADRA2A	exploratory_tumorImmune	IS or growth	Adreno receptor (adrenaline)
ADRA2B	exploratory_tumorImmune	IS or growth	Adreno receptor (adrenaline)
ADRA2C	exploratory_tumorImmune	IS or growth	Adreno receptor (adrenaline)
ADRB1	exploratory_tumorImmune	IS or growth	Adreno receptor (adrenaline)
ADRB2	exploratory_tumorImmune	IS or growth	Adreno receptor (adrenaline)
ADRB3	exploratory_tumorImmune	IS or growth	Adreno receptor (adrenaline)
HTR1A	exploratory_tumorImmune	IS or growth	Serotonin receptor
HTR1B	exploratory_tumorImmune	IS or growth	Serotonin receptor
HTR1D	exploratory_tumorImmune	IS or growth	Serotonin receptor
HTR1E	exploratory_tumorImmune	IS or growth	Serotonin receptor
HTR1F	exploratory_tumorImmune	IS or growth	Serotonin receptor
HTR2A	exploratory_tumorImmune	IS or growth	Serotonin receptor
HTR2B	exploratory_tumorImmune	IS or growth	Serotonin receptor
HTR2C	exploratory_tumorImmune	IS or growth	Serotonin receptor
HTR4	exploratory_tumorImmune	IS or growth	Serotonin receptor
HTR6	exploratory_tumorImmune	IS or growth	Serotonin receptor
HTR7	exploratory_tumorImmune	IS or growth	Serotonin receptor
HTR5A	exploratory_tumorImmune	IS or growth	Serotonin receptor
HTR5BP	exploratory_tumorImmune	IS or growth	Serotonin receptor
HTR3A-E	exploratory_tumorImmune	IS or growth	Serotonin receptor
TAC1	exploratory_tumorImmune	IS or growth	Tachykinin Precursor 1 / Neurokinin 1
TAC3	exploratory_tumorImmune	IS or growth	Tachykinin 3
NPY	exploratory_tumorImmune	IS or growth	Neuropeptide Y
PECAM1	endothelial_markers		
VWF	endothelial_markers		
CDH5	endothelial_markers		
CLDN5	endothelial_markers		
COL4A1	endothelial_markers		
CD34	endothelial_markers		
LYVE1	endothelial_markers		
TEK	endothelial_markers		
VCAM1	endothelial_markers		
KDR	endothelial_markers		
GJA5	endothelial_markers		
BMX	endothelial_markers		
ACKR1	endothelial_markers		
CA4	endothelial_markers		
PROX1	endothelial_markers		
PDPN	endothelial_markers		
ICAM1	endothelial_markers		
FAP	fibroblast_markers		
THY1	fibroblast_markers		
DCN	fibroblast_markers		
COL1A1	fibroblast_markers		
COL1A2	fibroblast_markers		
COL6A1	fibroblast_markers		
COL6A2	fibroblast_markers		
COL6A3	fibroblast_markers		
LUM	fibroblast_markers		
COL3A1	fibroblast_markers		
PODN	fibroblast_markers		
PDGFRL	fibroblast_markers		
PDGFRB	fibroblast_markers		
COL14A1	fibroblast_markers		
TAGLN	fibroblast_markers		
IGFBP6	fibroblast_markers		
FBLN1	fibroblast_markers		
SPOCK1	fibroblast_markers		
ADAM33	fibroblast_markers		
PDGFRA	fibroblast_markers		
SERPINF1	fibroblast_markers		
COL5A2	fibroblast_markers		
IGFBP5	fibroblast_markers		
ELN	fibroblast_markers		
ACTA2	fibroblast_markers		
PLIN2	fibroblast_markers		
APOE	fibroblast_markers		
CNN1	stroma_cell_markers		
ACTA2	stroma_cell_markers		
TAGLN	stroma_cell_markers		
NOTCH3	stroma_cell_markers		
LGR5	stroma_cell_markers		
DES	stroma_cell_markers		
LGR6	stroma_cell_markers		
COL1A1	stroma_cell_markers		
PDGFRA	stroma_cell_markers		
ELN	stroma_cell_markers		
ACTA2	stroma_cell_markers		
COL1A1	stroma_cell_markers		
PDGFRA	stroma_cell_markers		
PLIN2	stroma_cell_markers		
APOE	stroma_cell_markers		
CSPG4	stroma_cell_markers		
TRPC6	stroma_cell_markers		
PDGFRB	stroma_cell_markers		
MSLN	stroma_cell_markers		
UPK3B	stroma_cell_markers		
WT1	stroma_cell_markers		
CD8A	immune_cell_type_markers		
GZMK	immune_cell_type_markers		
DUSP2	immune_cell_type_markers		
CD8A	immune_cell_type_markers		
GZMH	immune_cell_type_markers		
GZMB	immune_cell_type_markers		
CD8A	immune_cell_type_markers		
COTL1	immune_cell_type_markers		
LDHB	immune_cell_type_markers		
CD4	immune_cell_type_markers		
CCR7	immune_cell_type_markers		
LEF1	immune_cell_type_markers		
KLRD1	immune_cell_type_markers		
NKG7	immune_cell_type_markers		
TYROBP	immune_cell_type_markers		
CD3E	immune_cell_type_markers		
CD8A	immune_cell_type_markers		
FCER1G	immune_cell_type_markers		
TYROBP	immune_cell_type_markers		
S100A8	immune_cell_type_markers		
S100A9	immune_cell_type_markers		
IFITM2	immune_cell_type_markers		
FCGR3B	immune_cell_type_markers		
MS4A2	immune_cell_type_markers		
CPA3	immune_cell_type_markers		
TPSAB1	immune_cell_type_markers		
SIGLEC8	immune_cell_type_markers		
NRGN	immune_cell_type_markers		
PPBP	immune_cell_type_markers		
PF4	immune_cell_type_markers		
OST4	immune_cell_type_markers		
MARCO	immune_cell_type_markers		
MSR1	immune_cell_type_markers		
MRC1	immune_cell_type_markers		
LILRB4	immune_cell_type_markers		
IRF8	immune_cell_type_markers		
LILRA4	immune_cell_type_markers		
HLA-DRB1	immune_cell_type_markers		
CLEC9A	immune_cell_type_markers		
LAMP3	immune_cell_type_markers		
HLA-DRA	immune_cell_type_markers		
CD1C	immune_cell_type_markers		
PLD4	immune_cell_type_markers		
CD14	immune_cell_type_markers		
S100A8	immune_cell_type_markers		
CD14	immune_cell_type_markers		
S100A8	immune_cell_type_markers		
CD16	immune_cell_type_markers		
CD79A	immune_cell_type_markers		
CD24	immune_cell_type_markers		
MS4A1	immune_cell_type_markers		
CD19	immune_cell_type_markers		
CD79A	immune_cell_type_markers		
CD27	immune_cell_type_markers		
SLAMF7	immune_cell_type_markers		
JCHAIN	immune_cell_type_markers		
CD33	Myeloid_defining		
ANPEP	Myeloid_defining		
SMAHD1	Monocyte_defining		
CSF1R	Monocyte_defining		
CD14	Monocyte_defining		
VCAN	Monocyte_defining		
LYZ	Monocyte_defining		
CSF1R	Monocyte_defining		
MS4A7	Monocyte_defining		
FCN1	Monocyte_defining		
MNDA	Monocyte_defining		
IRF8	DendriticCell_defining		
SPIB	DendriticCell_defining		
ID2	DendriticCell_defining		
STAT1	DendriticCell_defining		
CD74	DendriticCell_defining		
IRF8	DendriticCell_defining		
CLC	Basophil_defining		
LMO4	Basophil_defining		
TPSB2	Basophil_defining		
RNF130	Basophil_defining		
MS4A2	Basophil_defining		
HDC	MastCell_defining		
TPSB2	MastCell_defining		
RNASE2	Eosinophil_defining		
RNASE3	Eosinophil_defining		
ELANE	Neutrophil_defining		
CSF3R	Neutrophil_defining		
CD177	Neutrophil_defining		
CEBPE	Neutrophil_defining		
LEPR	Pericyte_defining		
CXCL12	Pericyte_defining		
MCAM	Pericyte_defining	CD146, MUC18	
SPARC	Pericyte_defining	mesenchymal HGSOC and fibroblast marker	
CXCL12	Pericyte_marker		
MCAM	Pericyte_marker	CD146, MUC18	
SPARC	Pericyte_marker		also on fibros, endothelial and chondrocytes
CSPG4	Pericyte_marker	NG2, Chondroitin Sulfate Proteoglycan 4	
DES	Pericyte_marker		
PECAM1	Pericyte_marker	CD31	also on endothelial cells
CD248	Pericyte_marker	Endosialin	
PDGFRB	Pericyte_marker		
LRRN4	MesothelialCell_marker		Reference
UPK3B	MesothelialCell_marker		Reference
FRAS1	MesothelialCell_marker		Reference
RSPO1	MesothelialCell_marker		Reference
MSLN	MesothelialCell_marker	Mesothelin	Reference
ST3GAL1	MesothelialCell_marker		Reference
MUC16	MesothelialCell_marker	CA125	Reference
KRT5	MesothelialCell_marker	KRT5	Reference
KRT6A	MesothelialCell_marker	KRT6	Reference
KRT7	MesothelialCell_marker	KRT7/ secretrory cell marker	Reference
KRT19	MesothelialCell_marker	Keratin 19	
KRT18	MesothelialCell_marker	Keratin 18	
KRT16	MesothelialCell_marker	Keratin 16	
KRT17	MesothelialCell_marker	Keratin 17	
THBD	MesothelialCell_marker		Reference
HAS1	MesothelialCell_marker	Hyaluronan Synthase 1	
HAS2	MesothelialCell_marker	Hyaluronan Synthase 2	Reference
HAS3	MesothelialCell_marker	Hyaluronan Synthase 3	
CDH1	MesothelialCell_marker		Reference
FGF1	MesothelialCell_marker		Reference
GSTA3	MesothelialCell_marker		Reference
LGALS7	MesothelialCell_marker		Reference
AR	MesothelialCell_marker		Reference
MMP23	MesothelialCell_marker		Reference
NRP1	MesothelialCell_marker	CD304, Neuropilin 1	
TFRC	MesothelialCell_marker	CD71, Transferrin Receptor	
NRP1	MesothelialCell_marker	CD304, Neuropilin 1	
VCAM1	MesothelialCell_marker	CD106, Vascular Cell Adhesion Molecule 1	
DCN	MesothelialCell_marker	Decorin	
KLK13	MesothelialCell_marker	Kallikrein 13	
KLK11	MesothelialCell_marker	Kallikrein 11	
KLK8	MesothelialCell_marker	Kallikrein 8	
OPRK1	MesothelialCell_marker	Opioid Receptor Kappa 1	
PITX2	MesothelialCell_marker	Paired-Like Homeodomain Transcription Factor 2	
CAV1	MesothelialCell_marker	Caveolin 1/ Fibroblast marker	
SLC9A3R1	MesothelialCell_marker	NHRF1	
IGFBP1	MesothelialCell_marker	Insulin Like Growth Factor Binding Protein 2	
BST2	MesothelialCell_marker	Bone Marrow Stromal Cell Antigen 2	
RARRES2	MesothelialCell_marker	Retinoic Acid Receptor Responder 2	
CRIP1	MesothelialCell_marker	Cysteine-Rich Protein 1	
IGFBP6	MesothelialCell_marker	Insulin Like Growth Factor Binding Protein 6	
DMKN	MesothelialCell_marker	Dermokine	
SPRR2F	MesothelialCell_marker	Small Proline Rich Protein 2F	
CALB2	MesothelialCell_marker	Calbindin, Calretinin	
CLDN15	MesothelialCell_marker	Claudin 15	
ICAM1	MesothelialCell_marker	Intercellular Adhesion Molecule 1	
WT1	MesothelialCell_marker	Wilms Tumor 1 Transc. Factor/ HGSOC marker	
PDPN	MesothelialCell_marker	Podoplanin	
UPK3B	MesothelialCell_marker		
GPM6A	MesothelialCell_marker	Neuronal Membrane Glycoprotein M6-A	
TJP1	MesothelialCell_marker	Tight junction protein 1	
ITLN1	MesothelialCell_marker	Intelectin 1, Omentin	
LRRN4	MesothelialCell_marker	Leucine Rich Repeat Neuronal 4	
FCER1A	MastCell_marker		
KIT	MastCell_marker		
FCER2	MastCell_marker		
ENPP3	MastCell_marker		
HNMT	MastCell_marker		
DAO	MastCell_marker		
FN1	Monocyte_marker		
F3GRCA	Monocyte_marker		
S100A8	Monocyte_marker		
S100A9	Monocyte_marker		
S100A12	Monocyte_marker		
APOE	Monocyte_marker		
CD14	Monocyte_marker		
FCN1	Monocyte_marker		
C1QA	Monocyte_marker		
C1QB	Monocyte_marker		
C1QC	Monocyte_marker		
MNDA	Monocyte_marker		
CD68	Monocyte_marker		
CSF1R	Monocyte_marker		
VCAN	Monocyte_marker		
LYZ	Monocyte_marker		
MS4A7	Monocyte_marker		
FCN1	Monocyte_marker		
MRC1	DendriticCell_marker		
CD1A	DendriticCell_marker		
ITGAX	DendriticCell_marker		
CD1C	DendriticCell_marker		
ANPEP	DendriticCell_marker		
IRF8	DendriticCell_marker		
SPIB	DendriticCell_marker		
ID2	DendriticCell_marker		
STAT1	DendriticCell_marker		
CD74	DendriticCell_marker		
IRF8	DendriticCell_marker		
CD8A	DendriticCell_cDC_marker		
ITGAM	DendriticCell_cDC_marker		
ITGAX	DendriticCell_cDC_marker		
ITGAE	DendriticCell_cDC_marker		
LY75	DendriticCell_cDC_marker		
HLA-DR	DendriticCell_cDC_marker		
ANPEP	DendriticCell_cDC_marker		
THBD	DendriticCell_cDC_marker		
SIRPA	DendriticCell_cDC_marker		
CD1C	DendriticCell_cDC_marker		
CLEC4C	DendriticCell_pDC_marker		
NRP1	DendriticCell_pDC_marker		
IL3RA	DendriticCell_pDC_marker		
LILRA4	DendriticCell_pDC_marker		
HLA-DR	DendriticCell_pDC_marker		
CD68	DendriticCell_pDC_marker		
SELL	DendriticCell_pDC_marker		
LAIR1	DendriticCell_pDC_marker		
CD4	DendriticCell_pDC_marker		
CCR7	DendriticCell_pDC_marker		
TLR7	DendriticCell_pDC_marker		
FCGR2A	DendriticCell_pDC_marker		
IL8	DendriticCell_pDC_marker		
IL6	DendriticCell_pDC_marker		
CCR2	DendriticCell_pDC_marker		
CCR5	DendriticCell_pDC_marker		
CD45RA	DendriticCell_pDC_marker		
TLR9	DendriticCell_pDC_marker		
CD36	DendriticCell_pDC_marker		
CD2	DendriticCell_pDC_marker		
IL18R1	DendriticCell_pDC_marker		
C3AR1	DendriticCell_pDC_marker		
C5AR1	DendriticCell_pDC_marker		
FUT4	Granulocyte_marker		
ITGAM	Granulocyte_marker	CD15	
FCGR3A	Granulocyte_marker	CD11b	
CEACAM8	Granulocyte_marker	CD16	
FCER1A	Granulocyte_marker	CD66b, CD67	
SIGLEC8	Granulocyte_marker		
CEACAM8	Granulocyte_marker		
CCR3	Granulocyte_marker	CD66b, CD67	
FCER1A	Granulocyte_marker	CD193	
IL3RA	Granulocyte_marker		
ENPP3	Granulocyte_marker	CD123	
PLEK	Granulocyte_marker	CD203	
LTF	Granulocyte_marker		
MPO	Granulocyte_marker		
AZU1	Granulocyte_marker		
CST7	Granulocyte_marker		
ITGAM	MDSC_marker	PMN and M	
CD33	MDSC_marker	PMN and M	
IDO1	MDSC_marker	PMN and M	
TGFB1	MDSC_marker	PMN and M	
ARG1	MDSC_marker	PMN (polymorphonuclear)	
FUT4	MDSC_marker	PMN (polymorphonuclear)	
CEACAM8	MDSC_marker	PMN (polymorphonuclear)	
PTGES2	MDSC_marker	PMN (polymorphonuclear)	
CD14	MDSC_marker	M (mononuclear)	
IL4R	MDSC_marker	M (mononuclear)	
CD274	MDSC_marker	M (mononuclear)	
CD14	MDSC_marker	M (mononuclear)	
CD38	MDSC_marker		
CD39	MDSC_marker		
CD73	MDSC_marker		
CD33	Macro_marker	Myeloid marker	SIGLEC3
CD14	Macro_marker	general Macro marker	coreceptor for bacterial LPS
FCGR3A	Macro_marker	general Macro marker	CD16 (Fc-gamma receptor IIIB), recognition of antibody bound antigen
FCGR1A	Macro_marker	general Macro marker	CD64 (Fc-gamma receptor I A1), recognition of antibody bound antigen
CD68	Macro_marker	general Macro marker	Binds to tissue- and organ-specific lectins or selectins, member of the scavenger receptor family clearing cell debris
TFRC	Macro_marker	general Macro marker	CD71 (transferrin receptor), cellular iron uptake
ITGAM	Macro_marker	general Macro marker	CD11b, implicated in various adhesive interactions of monocytes, macrophages and granulocytes, mediates uptake of complement-coated particles and pathogens
HLA-DR	Macro_marker	general Macro marker	class II antigen presentation
NOS2	Macro_marker	general Macro marker	production of nitric oxide (NO), enhances pro-inflammatory mediators such as IL6/IL8, in macros, NO mediates tumoricidal/bactericidal actions
ADGRE	Macro_marker	TAM and xxx	EMR1 / F4/80
CSF1R	Macro_marker	general Macro marker	receptor for colony stimulating factor 1 (CSF1) and IL34, higher affinity for IL34
CXCL9	Macro_marker	M1 Macrophage	chemoattractant for lymphocytes but not neutrophils, chemotactic for activated T-cells, binds to CXCR3
CXCL10	Macro_marker	M1 Macrophage	pro-inflammatory cytokine, binds CXCR3, recruitment of immune cells to site of infection
CXCL11	Macro_marker	M1 Macrophage	pro-inflammatory cytokine, binds CXCR3, chemotactic for interleukin-activated T-cells but not unstimulated T-cells, neutrophils or monocytes.
CD80	Macro_marker	M1 Macrophage	costimulatory signal for T-lymphocyte activation, ligand to CD28/CTLA-4, activates T cells when bound to CD28, inhibits T cells when bound to CTLA4
CD86	Macro_marker	M1 Macrophage	paralog of CD80, costimulatory signal to T cells, CD28/CTLA-4 ligand -> induces/inhibits T cell activation
STAT2	Macro_marker	M1 Macrophage	mediates singling by type I interferon (IFNA, IFNB), becomes phosphorylated, binds with STAT1, activates IFN-regulated genes -> antiviral cell state
TLR2	Macro_marker	M1 Macrophage	pathogen recognition (PAMPs), mediates innate immune response to bacterial lipoproteins and lipopeptides
IL18	Macro_marker	M1 Macrophage	pro-inflammatory cytokine that augments natural killer cell activity and stimulates interferon gamma production in T-helper type I cells
IL6	Macro_marker	M1 Macrophage	pro-inflammatory cytokine (acute phase response), induces B cell maturation, pyrogen (fever-inducing)
CIITA	Macro_marker	M1 Macrophage	controls MHC class II gene transcription
SOCS3	Macro_marker	M1 Macrophage	negative regulators of cytokine signaling, regulates IL-6 signalling
CCL17	Macro_marker	M2 Macrophage	Chemotactic factor for T-lymphocytes but not monocytes or granulocytes. May play a role in trafficking and activation of mature T-cells. Binds to CCR4.
CCL18	Macro_marker	M2 Macrophage	Chemotactic, attracts lymphocytes but not monocytes/granulocytes.
CCL22	Macro_marker	M2 Macrophage	Cytokine: Chemotactic for monocytes, dendritic cells, natural killer cells and for chronically activated T lymphocytes. Binds CCR4.
CD209	Macro_marker	M2 Macrophage	Pathogen-recognition receptor (many viruses, ICAM2/3) expressed on immature dendritic cells and involved in initiation of primary immune response.
CD163	Macro_marker	M2/TAM	Acute phase-regulated receptor involved in clearance and endocytosis of hemoglobin complexes. May thereby protect tissues from free oxidative damage. Soluble has anti-inflammatory activity.
STAT3	Macro_marker	M2 Macrophage	mediates cellular responses to interleukins, KITLG/SCF, LEP and other growth factors. Acts as a regulator of inflammatory response by regulating differentiation of naive CD4(+) T-cells into T-helper Th17 or regulatory T-cells (Treg).
STAT6	Macro_marker	M2 Macrophage	Involved in IL4/interleukin-4- and IL3/interleukin-3-mediated signaling. Humoral activity: differentiation of T helper 2 (Th2) cells
IL10	Macro_marker	M2/TAM	Major immuneregulatory cytokine that acts on many cells of the immune system, it has profound anti-inflammatory functions limiting excessive tissue disruption caused by inflammation. Downregulates Th1 cytokine expression, MHCII expression and costimulatory receptors on macrophages, inhibits release of proinfl cytokines, enhances B cell activity
MRC1	Macro_marker	M2/TAM/CD169+	CD206, Mannose Receptor, acts as phagocytic receptor for bacteria, fungi and other pathogens, mediates the endocytosis of glycoproteins by macrophages
CD200R1	Macro_marker	M2 Macrophage	Limits inflammation by inhibiting expression of pro-inflammatory molecules (TNF-alpha, interferons, iNOS) in response to selected stimuli.
TGFB1	Macro_marker	M2/TAM	Transforming growth factor beta, regulates cell proliferation, differentiation and growth, frequently upregulated in tumor cells
CD68	Macro_marker	M2 Macrophage	expressed on dendritic cells and macrophages, recognizes numerous evolutionarily divergent pathogens, receptor for ICAM2/3
VEGFR	Macro_marker	M2 Macrophage	key element of the urea cycle, metabolites proline and polyamides drive collagen synthesis and cell proliferation, critical regulator of innate and adaptive immune responses
VEGFA	Macro_marker	TAM	Growth factor active in angiogenesis, vasculogenesis and endothelial cell growth. Induces endothelial cell proliferation, promotes cell migration, inhibits apoptosis and induces permeabilization of blood vessels
VEGFB	Macro_marker	TAM	regulates the formation of blood vessels and are involved in endothelial cell physiology
VEGFC	Macro_marker	TAM	Growth factor active in angiogenesis, and endothelial cell growth, stimulating their proliferation and migration and also has effects on the permeability of blood vessels
VEGFD	Macro_marker	TAM	Growth factor active in angiogenesis, lymphangiogenesis and endothelial cell growth, stimulating their proliferation and migration and also has effects on the permeability of blood vessels.
CD3G	Macro_marker	TAM/TCR+	CD3, universal T cell marker
CD3E	Macro_marker	TAM/TCR+	CD3, universal T cell marker
CD3D	Macro_marker	TAM/TCR+	CD3, universal T cell marker
CCL2	Macro_marker	TAM/TCR+	cytokine, chemotactic activity for monocytes and basophils but not for neutrophils or eosinophils, binds CCR2/4
STAT1	Macro_marker	TAM	Signal transducer and transcription activator that mediates cellular responses to interferons (IFNs)
TRAC	Macro_marker	TCR+	Constant region of T cell receptor (TR) alpha chain
TRGC2	Macro_marker	TCR+	Constant region of T cell receptor (TR) gamma chain that participates in the antigen recognition
ZAP70	Macro_marker	TCR+	functions in the initial step of TCR-mediated signal transduction in combination with the Src family kinases, Lck and Fyn
FYN	Macro_marker	TCR+	participates in negative feedback regulation of TCR signaling
LCK	Macro_marker	TCR+	plays a key role in T-cell antigen receptor (TCR)-linked signal transduction pathways
SIGLEC1	Macro_marker	CD169+	CD169, lectin-like adhesion molecule that binds glycoconjugate ligands, expressed by subpopulation of macrophages
ITGAM	Macro_marker	CD169+	CD11b, Integrin implicated in various adhesive interactions of monocytes, macrophages and granulocytes, mediates uptake of particles and pathogens
ITGAX	Macro_marker	CD169+	CD11c, mediates cell-cell interaction during inflammatory responses. It is especially important in monocyte adhesion and chemotaxis
MARCO	Macro_marker	MARCO+	Pattern recognition receptor (PRR) which binds Gram-positive and Gram-negative bacteria
INFG	Macro_marker	IFNG+	pro-inflammatory cytokine, activates macrophages and inhibits Th2 proliferation, stimulates B cells secrete antibodies
FCGR1B	Macro_marker		CD64b
FCGR2A	Macro_marker		CD32
LGALS3	Macro_marker		Galectin-3
NANOG	Ovarian_CSC_marker		
POU5F1	Ovarian_CSC_marker		
NES	Ovarian_CSC_marker		
ABCG2	Ovarian_CSC_marker		
BMI1	Ovarian_CSC_marker		
PROM1	Ovarian_CSC_marker		
FUT4	Ovarian_CSC_marker	SSEA4	
MUC4	Ovarian_CSC_marker		
EDNRA	Ovarian_CSC_marker		
CCL5	Ovarian_CSC_marker		
CCR1	Ovarian_CSC_marker		
CCR3	Ovarian_CSC_marker		
CCR5	Ovarian_CSC_marker		
MMP9	Ovarian_CSC_marker		
IL17A	Ovarian_CSC_marker		
IL17RA	Ovarian_CSC_marker		
SOX2	Ovarian_CSC_marker		
CXCR4	Ovarian_CSC_marker		
CXCL12	Ovarian_CSC_marker		
CD44	Ovarian_CSC_marker		
KIT	Ovarian_CSC_marker		
ALDH1A1	Ovarian_CSC_marker		
MYD88	Ovarian_CSC_marker		
CCL2	Ovarian_CSC_marker		
IL1B	Ovarian_CSC_marker		
IL6	Ovarian_CSC_marker		
CXCL8	Ovarian_CSC_marker		
CXCL1	Ovarian_CSC_marker		
CD24	Ovarian_CSC_marker		
EPCAM	Ovarian_CSC_marker		
ZEB2	Ovarian_CSC_marker		
MEK	Ovarian_CSC_marker		
CLDN4	Ovarian_CSC_marker		
ALCAM	Ovarian_CSC_marker		
NCR3LG1	Tumor_Immunesuppression		
CD274	Tumor_Immunesuppression		
IDO1	Tumor_Immunesuppression		
VTCN1	Tumor_Immunesuppression		
CD276	Tumor_Immunesuppression		
HLA-A	Tumor_Immunesuppression		
HLA-B	Tumor_Immunesuppression		
HLA-C	Tumor_Immunesuppression		
HLA-E	Tumor_Immunesuppression		
HLA-F	Tumor_Immunesuppression		
HLA-G	Tumor_Immunesuppression		
B2M	Tumor_Immunesuppression		
CCL22	Tumor_Immunesuppression		
CXCL10	Tumor_Immunesuppression		
CD24	Tumor_Immunesuppression		
CD47	Tumor_Immunesuppression		
CD274	Tumor_Immunesuppression		
PDCD1LG2	Tumor_Immunesuppression		
VSIR	Tumor_Immunesuppression		
LGALS9	Tumor_Immunesuppression		
TNFRSF14	Tumor_Immunesuppression		
NECTIN1	Tumor_Immunesuppression		
PVR	Tumor_Immunesuppression		
NECTIN2	Tumor_Immunesuppression		
NECTIN3	Tumor_Immunesuppression		
HHLA2	Tumor_Immunesuppression		
NCR3LG1	Tumor_Immunesuppression		
TNFSF18	Tumor_Immunesuppression		
ICOSL	Tumor_Immunesuppression		
TNFSF9	Tumor_Immunesuppression		
CD70	Tumor_Immunesuppression		
TNFSF4	Tumor_Immunesuppression		
CD48	Tumor_Immunesuppression		
HVEM	Tumor_Immunesuppression		
CD40	Tumor_Immunesuppression		
CSF1	Tumor_Immunesuppression		
CCL2	Tumor_Immunesuppression		
CSF1	Tumor_invasion		
ENAH	Tumor_invasion		
HAVCR2	Immune_Regulatory		
